group	accession	genotype	sequence_length	protein	start	end	strand	source
GII	MK614128	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614128	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614129	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614129	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614129	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614129	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614129	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614129	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614129	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614129	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614129	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614130	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614130	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614130	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614130	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614130	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614130	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614130	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614130	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614130	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614131	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614131	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614131	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614131	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614131	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614131	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614131	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614131	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614131	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614132	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614132	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614132	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614132	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614132	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614132	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614132	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614132	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614132	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614133	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614133	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614133	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614133	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614133	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614133	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614133	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614133	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614133	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614134	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614134	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614134	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614134	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614134	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614134	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614134	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614134	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614134	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614135	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614135	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614135	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614135	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614135	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614135	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614135	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614135	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614135	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614136	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614136	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614136	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614136	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614136	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614136	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614136	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614136	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614136	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK614137	GII.2	7536	VP1	5081	6709	+	genbank
GII	MK614137	GII.2	7536	VP2	6709	7488	+	genbank
GII	MK614137	GII.2	7536	ORF1	1	5100	+	genbank
GII	MK614137	GII.2	7536	p48	1	1326	+	orf1_relative
GII	MK614137	GII.2	7536	NTPase	1327	2091	+	orf1_relative
GII	MK614137	GII.2	7536	p22	2092	2499	+	orf1_relative
GII	MK614137	GII.2	7536	VPg	2500	2907	+	orf1_relative
GII	MK614137	GII.2	7536	3CLpro	2908	3468	+	orf1_relative
GII	MK614137	GII.2	7536	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK648237	GII.2	7419	VP1	5085	6713	+	genbank
GII	MK648237	GII.2	7419	VP2	6713	7419	+	genbank
GII	MK648237	GII.2	7419	ORF1	5	5104	+	genbank
GII	MK648237	GII.2	7419	p48	5	1330	+	orf1_relative
GII	MK648237	GII.2	7419	NTPase	1331	2095	+	orf1_relative
GII	MK648237	GII.2	7419	p22	2096	2503	+	orf1_relative
GII	MK648237	GII.2	7419	VPg	2504	2911	+	orf1_relative
GII	MK648237	GII.2	7419	3CLpro	2912	3472	+	orf1_relative
GII	MK648237	GII.2	7419	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK648238	GII.2	7419	VP1	5085	6713	+	genbank
GII	MK648238	GII.2	7419	VP2	6713	7419	+	genbank
GII	MK648238	GII.2	7419	ORF1	5	5104	+	genbank
GII	MK648238	GII.2	7419	p48	5	1330	+	orf1_relative
GII	MK648238	GII.2	7419	NTPase	1331	2095	+	orf1_relative
GII	MK648238	GII.2	7419	p22	2096	2503	+	orf1_relative
GII	MK648238	GII.2	7419	VPg	2504	2911	+	orf1_relative
GII	MK648238	GII.2	7419	3CLpro	2912	3472	+	orf1_relative
GII	MK648238	GII.2	7419	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK648239	GII.2	7419	VP1	5085	6713	+	genbank
GII	MK648239	GII.2	7419	VP2	6713	7419	+	genbank
GII	MK648239	GII.2	7419	ORF1	5	5104	+	genbank
GII	MK648239	GII.2	7419	p48	5	1330	+	orf1_relative
GII	MK648239	GII.2	7419	NTPase	1331	2095	+	orf1_relative
GII	MK648239	GII.2	7419	p22	2096	2503	+	orf1_relative
GII	MK648239	GII.2	7419	VPg	2504	2911	+	orf1_relative
GII	MK648239	GII.2	7419	3CLpro	2912	3472	+	orf1_relative
GII	MK648239	GII.2	7419	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK648240	GII.2	7419	VP1	5085	6713	+	genbank
GII	MK648240	GII.2	7419	VP2	6713	7419	+	genbank
GII	MK648240	GII.2	7419	ORF1	5	5104	+	genbank
GII	MK648240	GII.2	7419	p48	5	1330	+	orf1_relative
GII	MK648240	GII.2	7419	NTPase	1331	2095	+	orf1_relative
GII	MK648240	GII.2	7419	p22	2096	2503	+	orf1_relative
GII	MK648240	GII.2	7419	VPg	2504	2911	+	orf1_relative
GII	MK648240	GII.2	7419	3CLpro	2912	3472	+	orf1_relative
GII	MK648240	GII.2	7419	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK729086	GII.2	7496	VP1	5085	6713	+	genbank
GII	MK729086	GII.2	7496	VP2	6713	7492	+	genbank
GII	MK729086	GII.2	7496	ORF1	5	5104	+	genbank
GII	MK729086	GII.2	7496	p48	5	1330	+	orf1_relative
GII	MK729086	GII.2	7496	NTPase	1331	2095	+	orf1_relative
GII	MK729086	GII.2	7496	p22	2096	2503	+	orf1_relative
GII	MK729086	GII.2	7496	VPg	2504	2911	+	orf1_relative
GII	MK729086	GII.2	7496	3CLpro	2912	3472	+	orf1_relative
GII	MK729086	GII.2	7496	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK752935	GII.2	7536	VP1	5085	6713	+	genbank
GII	MK752935	GII.2	7536	VP2	6713	7492	+	genbank
GII	MK752935	GII.2	7536	ORF1	5	5104	+	genbank
GII	MK752935	GII.2	7536	p48	5	1330	+	orf1_relative
GII	MK752935	GII.2	7536	NTPase	1331	2095	+	orf1_relative
GII	MK752935	GII.2	7536	p22	2096	2503	+	orf1_relative
GII	MK752935	GII.2	7536	VPg	2504	2911	+	orf1_relative
GII	MK752935	GII.2	7536	3CLpro	2912	3472	+	orf1_relative
GII	MK752935	GII.2	7536	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK752939	GII.2	7498	VP1	5084	6712	+	genbank
GII	MK752939	GII.2	7498	VP2	6712	7491	+	genbank
GII	MK752939	GII.2	7498	ORF1	4	5103	+	genbank
GII	MK752939	GII.2	7498	p48	4	1329	+	orf1_relative
GII	MK752939	GII.2	7498	NTPase	1330	2094	+	orf1_relative
GII	MK752939	GII.2	7498	p22	2095	2502	+	orf1_relative
GII	MK752939	GII.2	7498	VPg	2503	2910	+	orf1_relative
GII	MK752939	GII.2	7498	3CLpro	2911	3471	+	orf1_relative
GII	MK752939	GII.2	7498	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK752940	GII.2	7479	VP1	5080	6708	+	genbank
GII	MK752940	GII.2	7479	VP2	6708	7479	+	genbank
GII	MK752940	GII.2	7479	ORF1	1	5099	+	genbank
GII	MK752940	GII.2	7479	p48	1	1326	+	orf1_relative
GII	MK752940	GII.2	7479	NTPase	1327	2091	+	orf1_relative
GII	MK752940	GII.2	7479	p22	2092	2499	+	orf1_relative
GII	MK752940	GII.2	7479	VPg	2500	2906	+	orf1_relative
GII	MK752940	GII.2	7479	3CLpro	2907	3467	+	orf1_relative
GII	MK752940	GII.2	7479	RdRp	4318	5074	+	inferred_from_region_blast
GII	MK752941	GII.2	7509	VP1	5082	6710	+	genbank
GII	MK752941	GII.2	7509	VP2	6710	7489	+	genbank
GII	MK752941	GII.2	7509	ORF1	2	5101	+	genbank
GII	MK752941	GII.2	7509	p48	2	1327	+	orf1_relative
GII	MK752941	GII.2	7509	NTPase	1328	2092	+	orf1_relative
GII	MK752941	GII.2	7509	p22	2093	2500	+	orf1_relative
GII	MK752941	GII.2	7509	VPg	2501	2908	+	orf1_relative
GII	MK752941	GII.2	7509	3CLpro	2909	3469	+	orf1_relative
GII	MK752941	GII.2	7509	RdRp	4320	5076	+	inferred_from_region_blast
GII	MK752944	GII.2	7434	VP1	5033	6661	+	genbank
GII	MK752944	GII.2	7434	VP2	6661	7434	+	genbank
GII	MK752944	GII.2	7434	ORF1	1	5052	+	genbank
GII	MK752944	GII.2	7434	p48	1	1314	+	orf1_relative
GII	MK752944	GII.2	7434	NTPase	1315	2071	+	orf1_relative
GII	MK752944	GII.2	7434	p22	2072	2475	+	orf1_relative
GII	MK752944	GII.2	7434	VPg	2476	2880	+	orf1_relative
GII	MK752944	GII.2	7434	3CLpro	2881	3435	+	orf1_relative
GII	MK752944	GII.2	7434	RdRp	4271	5027	+	inferred_from_region_blast
GII	MK752945	GII.2	7487	VP1	5075	6703	+	genbank
GII	MK752945	GII.2	7487	VP2	6703	7482	+	genbank
GII	MK752945	GII.2	7487	ORF1	1	5094	+	genbank
GII	MK752945	GII.2	7487	p48	1	1324	+	orf1_relative
GII	MK752945	GII.2	7487	NTPase	1325	2089	+	orf1_relative
GII	MK752945	GII.2	7487	p22	2090	2496	+	orf1_relative
GII	MK752945	GII.2	7487	VPg	2497	2904	+	orf1_relative
GII	MK752945	GII.2	7487	3CLpro	2905	3464	+	orf1_relative
GII	MK752945	GII.2	7487	RdRp	4313	5069	+	inferred_from_region_blast
GII	MK753007	GII.2	7533	VP1	5082	6710	+	genbank
GII	MK753007	GII.2	7533	VP2	6710	7489	+	genbank
GII	MK753007	GII.2	7533	ORF1	2	5101	+	genbank
GII	MK753007	GII.2	7533	p48	2	1327	+	orf1_relative
GII	MK753007	GII.2	7533	NTPase	1328	2092	+	orf1_relative
GII	MK753007	GII.2	7533	p22	2093	2500	+	orf1_relative
GII	MK753007	GII.2	7533	VPg	2501	2908	+	orf1_relative
GII	MK753007	GII.2	7533	3CLpro	2909	3469	+	orf1_relative
GII	MK753007	GII.2	7533	RdRp	4322	5076	+	inferred_from_region_blast
GII	MK753011	GII.2	7292	VP1	4913	6541	+	genbank
GII	MK753011	GII.2	7292	VP2	6541	7292	+	genbank
GII	MK753011	GII.2	7292	ORF1	1	4932	+	genbank
GII	MK753011	GII.2	7292	p48	1	1282	+	orf1_relative
GII	MK753011	GII.2	7292	NTPase	1283	2022	+	orf1_relative
GII	MK753011	GII.2	7292	p22	2023	2417	+	orf1_relative
GII	MK753011	GII.2	7292	VPg	2418	2811	+	orf1_relative
GII	MK753011	GII.2	7292	3CLpro	2812	3354	+	orf1_relative
GII	MK753011	GII.2	7292	RdRp	4151	4907	+	inferred_from_region_blast
GII	MK753012	GII.2	7505	VP1	5084	6712	+	genbank
GII	MK753012	GII.2	7505	VP2	6712	7491	+	genbank
GII	MK753012	GII.2	7505	ORF1	4	5103	+	genbank
GII	MK753012	GII.2	7505	p48	4	1329	+	orf1_relative
GII	MK753012	GII.2	7505	NTPase	1330	2094	+	orf1_relative
GII	MK753012	GII.2	7505	p22	2095	2502	+	orf1_relative
GII	MK753012	GII.2	7505	VPg	2503	2910	+	orf1_relative
GII	MK753012	GII.2	7505	3CLpro	2911	3471	+	orf1_relative
GII	MK753012	GII.2	7505	RdRp	4324	5078	+	inferred_from_region_blast
GII	MK753013	GII.2	7444	VP1	5030	6658	+	genbank
GII	MK753013	GII.2	7444	VP2	6658	7437	+	genbank
GII	MK753013	GII.2	7444	ORF1	1	5049	+	genbank
GII	MK753013	GII.2	7444	p48	1	1313	+	orf1_relative
GII	MK753013	GII.2	7444	NTPase	1314	2070	+	orf1_relative
GII	MK753013	GII.2	7444	p22	2071	2474	+	orf1_relative
GII	MK753013	GII.2	7444	VPg	2475	2878	+	orf1_relative
GII	MK753013	GII.2	7444	3CLpro	2879	3433	+	orf1_relative
GII	MK753013	GII.2	7444	RdRp	4268	5024	+	inferred_from_region_blast
GII	MK753014	GII.2	7273	VP1	4906	6534	+	genbank
GII	MK753014	GII.2	7273	VP2	6534	7273	+	genbank
GII	MK753014	GII.2	7273	ORF1	1	4925	+	genbank
GII	MK753014	GII.2	7273	p48	1	1280	+	orf1_relative
GII	MK753014	GII.2	7273	NTPase	1281	2019	+	orf1_relative
GII	MK753014	GII.2	7273	p22	2020	2413	+	orf1_relative
GII	MK753014	GII.2	7273	VPg	2414	2807	+	orf1_relative
GII	MK753014	GII.2	7273	3CLpro	2808	3349	+	orf1_relative
GII	MK753014	GII.2	7273	RdRp	4144	4900	+	inferred_from_region_blast
GII	MK753015	GII.2	7536	VP1	5085	6713	+	genbank
GII	MK753015	GII.2	7536	VP2	6713	7492	+	genbank
GII	MK753015	GII.2	7536	ORF1	5	5104	+	genbank
GII	MK753015	GII.2	7536	p48	5	1330	+	orf1_relative
GII	MK753015	GII.2	7536	NTPase	1331	2095	+	orf1_relative
GII	MK753015	GII.2	7536	p22	2096	2503	+	orf1_relative
GII	MK753015	GII.2	7536	VPg	2504	2911	+	orf1_relative
GII	MK753015	GII.2	7536	3CLpro	2912	3472	+	orf1_relative
GII	MK753015	GII.2	7536	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK753016	GII.2	7521	VP1	5084	6712	+	genbank
GII	MK753016	GII.2	7521	VP2	6712	7491	+	genbank
GII	MK753016	GII.2	7521	ORF1	4	5103	+	genbank
GII	MK753016	GII.2	7521	p48	4	1329	+	orf1_relative
GII	MK753016	GII.2	7521	NTPase	1330	2094	+	orf1_relative
GII	MK753016	GII.2	7521	p22	2095	2502	+	orf1_relative
GII	MK753016	GII.2	7521	VPg	2503	2910	+	orf1_relative
GII	MK753016	GII.2	7521	3CLpro	2911	3471	+	orf1_relative
GII	MK753016	GII.2	7521	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK753021	GII.2	7391	VP1	5009	6637	+	genbank
GII	MK753021	GII.2	7391	VP2	6637	7391	+	genbank
GII	MK753021	GII.2	7391	ORF1	1	5028	+	genbank
GII	MK753021	GII.2	7391	p48	1	1307	+	orf1_relative
GII	MK753021	GII.2	7391	NTPase	1308	2061	+	orf1_relative
GII	MK753021	GII.2	7391	p22	2062	2464	+	orf1_relative
GII	MK753021	GII.2	7391	VPg	2465	2866	+	orf1_relative
GII	MK753021	GII.2	7391	3CLpro	2867	3419	+	orf1_relative
GII	MK753021	GII.2	7391	RdRp	4247	5003	+	inferred_from_region_blast
GII	MK753031	GII.2	7239	VP1	4856	6484	+	genbank
GII	MK753031	GII.2	7239	VP2	6484	7239	+	genbank
GII	MK753031	GII.2	7239	ORF1	1	4875	+	genbank
GII	MK753031	GII.2	7239	p48	1	1268	+	orf1_relative
GII	MK753031	GII.2	7239	NTPase	1269	1999	+	orf1_relative
GII	MK753031	GII.2	7239	p22	2000	2389	+	orf1_relative
GII	MK753031	GII.2	7239	VPg	2390	2779	+	orf1_relative
GII	MK753031	GII.2	7239	3CLpro	2780	3315	+	orf1_relative
GII	MK753031	GII.2	7239	RdRp	4094	4850	+	inferred_from_region_blast
GII	MK753035	GII.2	7530	VP1	5083	6711	+	genbank
GII	MK753035	GII.2	7530	VP2	6711	7490	+	genbank
GII	MK753035	GII.2	7530	ORF1	3	5102	+	genbank
GII	MK753035	GII.2	7530	p48	3	1328	+	orf1_relative
GII	MK753035	GII.2	7530	NTPase	1329	2093	+	orf1_relative
GII	MK753035	GII.2	7530	p22	2094	2501	+	orf1_relative
GII	MK753035	GII.2	7530	VPg	2502	2909	+	orf1_relative
GII	MK753035	GII.2	7530	3CLpro	2910	3470	+	orf1_relative
GII	MK753035	GII.2	7530	RdRp	4321	5077	+	inferred_from_region_blast
GII	MK762625	GII.2	7491	VP1	5085	6713	+	genbank
GII	MK762625	GII.2	7491	VP2	6713	7491	+	genbank
GII	MK762625	GII.2	7491	ORF1	5	5104	+	genbank
GII	MK762625	GII.2	7491	p48	5	1330	+	orf1_relative
GII	MK762625	GII.2	7491	NTPase	1331	2095	+	orf1_relative
GII	MK762625	GII.2	7491	p22	2096	2503	+	orf1_relative
GII	MK762625	GII.2	7491	VPg	2504	2911	+	orf1_relative
GII	MK762625	GII.2	7491	3CLpro	2912	3472	+	orf1_relative
GII	MK762625	GII.2	7491	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK762626	GII.2	7499	VP1	5085	6713	+	genbank
GII	MK762626	GII.2	7499	VP2	6713	7492	+	genbank
GII	MK762626	GII.2	7499	ORF1	5	5104	+	genbank
GII	MK762626	GII.2	7499	p48	5	1330	+	orf1_relative
GII	MK762626	GII.2	7499	NTPase	1331	2095	+	orf1_relative
GII	MK762626	GII.2	7499	p22	2096	2503	+	orf1_relative
GII	MK762626	GII.2	7499	VPg	2504	2911	+	orf1_relative
GII	MK762626	GII.2	7499	3CLpro	2912	3472	+	orf1_relative
GII	MK762626	GII.2	7499	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK762628	GII.2	7482	VP1	5079	6707	+	genbank
GII	MK762628	GII.2	7482	VP2	6707	7482	+	genbank
GII	MK762628	GII.2	7482	ORF1	1	5098	+	genbank
GII	MK762628	GII.2	7482	p48	1	1325	+	orf1_relative
GII	MK762628	GII.2	7482	NTPase	1326	2090	+	orf1_relative
GII	MK762628	GII.2	7482	p22	2091	2498	+	orf1_relative
GII	MK762628	GII.2	7482	VPg	2499	2906	+	orf1_relative
GII	MK762628	GII.2	7482	3CLpro	2907	3467	+	orf1_relative
GII	MK762628	GII.2	7482	RdRp	4317	5073	+	inferred_from_region_blast
GII	MK762631	GII.2	7490	VP1	5072	6700	+	genbank
GII	MK762631	GII.2	7490	VP2	6700	7479	+	genbank
GII	MK762631	GII.2	7490	ORF1	1	5091	+	genbank
GII	MK762631	GII.2	7490	p48	1	1324	+	orf1_relative
GII	MK762631	GII.2	7490	NTPase	1325	2087	+	orf1_relative
GII	MK762631	GII.2	7490	p22	2088	2495	+	orf1_relative
GII	MK762631	GII.2	7490	VPg	2496	2902	+	orf1_relative
GII	MK762631	GII.2	7490	3CLpro	2903	3462	+	orf1_relative
GII	MK762631	GII.2	7490	RdRp	4310	5066	+	inferred_from_region_blast
GII	MK762633	GII.2	7519	VP1	5085	6713	+	genbank
GII	MK762633	GII.2	7519	VP2	6713	7492	+	genbank
GII	MK762633	GII.2	7519	ORF1	5	5104	+	genbank
GII	MK762633	GII.2	7519	p48	5	1330	+	orf1_relative
GII	MK762633	GII.2	7519	NTPase	1331	2095	+	orf1_relative
GII	MK762633	GII.2	7519	p22	2096	2503	+	orf1_relative
GII	MK762633	GII.2	7519	VPg	2504	2911	+	orf1_relative
GII	MK762633	GII.2	7519	3CLpro	2912	3472	+	orf1_relative
GII	MK762633	GII.2	7519	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK762634	GII.2	7419	VP1	5039	6667	+	genbank
GII	MK762634	GII.2	7419	VP2	6667	7419	+	genbank
GII	MK762634	GII.2	7419	ORF1	1	5058	+	genbank
GII	MK762634	GII.2	7419	p48	1	1315	+	orf1_relative
GII	MK762634	GII.2	7419	NTPase	1316	2074	+	orf1_relative
GII	MK762634	GII.2	7419	p22	2075	2478	+	orf1_relative
GII	MK762634	GII.2	7419	VPg	2479	2883	+	orf1_relative
GII	MK762634	GII.2	7419	3CLpro	2884	3439	+	orf1_relative
GII	MK762634	GII.2	7419	RdRp	4277	5033	+	inferred_from_region_blast
GII	MK762641	GII.2	7380	VP1	4978	6606	+	genbank
GII	MK762641	GII.2	7380	VP2	6606	7380	+	genbank
GII	MK762641	GII.2	7380	ORF1	1	4997	+	genbank
GII	MK762641	GII.2	7380	p48	1	1299	+	orf1_relative
GII	MK762641	GII.2	7380	NTPase	1300	2049	+	orf1_relative
GII	MK762641	GII.2	7380	p22	2050	2449	+	orf1_relative
GII	MK762641	GII.2	7380	VPg	2450	2848	+	orf1_relative
GII	MK762641	GII.2	7380	3CLpro	2849	3398	+	orf1_relative
GII	MK762641	GII.2	7380	RdRp	4216	4972	+	inferred_from_region_blast
GII	MK764017	GII.2	7482	VP1	5084	6712	+	genbank
GII	MK764017	GII.2	7482	VP2	6712	7482	+	genbank
GII	MK764017	GII.2	7482	ORF1	4	5103	+	genbank
GII	MK764017	GII.2	7482	p48	4	1329	+	orf1_relative
GII	MK764017	GII.2	7482	NTPase	1330	2094	+	orf1_relative
GII	MK764017	GII.2	7482	p22	2095	2502	+	orf1_relative
GII	MK764017	GII.2	7482	VPg	2503	2910	+	orf1_relative
GII	MK764017	GII.2	7482	3CLpro	2911	3471	+	orf1_relative
GII	MK764017	GII.2	7482	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK764022	GII.2	7533	VP1	5082	6710	+	genbank
GII	MK764022	GII.2	7533	VP2	6710	7489	+	genbank
GII	MK764022	GII.2	7533	ORF1	2	5101	+	genbank
GII	MK764022	GII.2	7533	p48	2	1327	+	orf1_relative
GII	MK764022	GII.2	7533	NTPase	1328	2092	+	orf1_relative
GII	MK764022	GII.2	7533	p22	2093	2500	+	orf1_relative
GII	MK764022	GII.2	7533	VPg	2501	2908	+	orf1_relative
GII	MK764022	GII.2	7533	3CLpro	2909	3469	+	orf1_relative
GII	MK764022	GII.2	7533	RdRp	4320	5076	+	inferred_from_region_blast
GII	MK764039	GII.2	7512	VP1	5084	6712	+	genbank
GII	MK764039	GII.2	7512	VP2	6712	7491	+	genbank
GII	MK764039	GII.2	7512	ORF1	4	5103	+	genbank
GII	MK764039	GII.2	7512	p48	4	1329	+	orf1_relative
GII	MK764039	GII.2	7512	NTPase	1330	2094	+	orf1_relative
GII	MK764039	GII.2	7512	p22	2095	2502	+	orf1_relative
GII	MK764039	GII.2	7512	VPg	2503	2910	+	orf1_relative
GII	MK764039	GII.2	7512	3CLpro	2911	3471	+	orf1_relative
GII	MK764039	GII.2	7512	RdRp	4324	5078	+	inferred_from_region_blast
GII	MK764040	GII.2	7529	VP1	5082	6710	+	genbank
GII	MK764040	GII.2	7529	VP2	6710	7489	+	genbank
GII	MK764040	GII.2	7529	ORF1	5	5101	+	genbank
GII	MK764040	GII.2	7529	p48	5	1329	+	orf1_relative
GII	MK764040	GII.2	7529	NTPase	1330	2094	+	orf1_relative
GII	MK764040	GII.2	7529	p22	2095	2502	+	orf1_relative
GII	MK764040	GII.2	7529	VPg	2503	2909	+	orf1_relative
GII	MK764040	GII.2	7529	3CLpro	2910	3470	+	orf1_relative
GII	MK764040	GII.2	7529	RdRp	4322	5076	+	inferred_from_region_blast
GII	MK764042	GII.2	7529	VP1	5078	6706	+	genbank
GII	MK764042	GII.2	7529	VP2	6706	7485	+	genbank
GII	MK764042	GII.2	7529	ORF1	1	5097	+	genbank
GII	MK764042	GII.2	7529	p48	1	1325	+	orf1_relative
GII	MK764042	GII.2	7529	NTPase	1326	2090	+	orf1_relative
GII	MK764042	GII.2	7529	p22	2091	2498	+	orf1_relative
GII	MK764042	GII.2	7529	VPg	2499	2905	+	orf1_relative
GII	MK764042	GII.2	7529	3CLpro	2906	3466	+	orf1_relative
GII	MK764042	GII.2	7529	RdRp	4316	5072	+	inferred_from_region_blast
GII	MK764043	GII.2	7409	VP1	5009	6637	+	genbank
GII	MK764043	GII.2	7409	VP2	6637	7409	+	genbank
GII	MK764043	GII.2	7409	ORF1	1	5028	+	genbank
GII	MK764043	GII.2	7409	p48	1	1307	+	orf1_relative
GII	MK764043	GII.2	7409	NTPase	1308	2061	+	orf1_relative
GII	MK764043	GII.2	7409	p22	2062	2464	+	orf1_relative
GII	MK764043	GII.2	7409	VPg	2465	2866	+	orf1_relative
GII	MK764043	GII.2	7409	3CLpro	2867	3419	+	orf1_relative
GII	MK764043	GII.2	7409	RdRp	4247	5003	+	inferred_from_region_blast
GII	MK773571	GII.2	7412	VP1	5009	6637	+	genbank
GII	MK773571	GII.2	7412	VP2	6637	7412	+	genbank
GII	MK773571	GII.2	7412	ORF1	1	5028	+	genbank
GII	MK773571	GII.2	7412	p48	1	1307	+	orf1_relative
GII	MK773571	GII.2	7412	NTPase	1308	2061	+	orf1_relative
GII	MK773571	GII.2	7412	p22	2062	2464	+	orf1_relative
GII	MK773571	GII.2	7412	VPg	2465	2866	+	orf1_relative
GII	MK773571	GII.2	7412	3CLpro	2867	3419	+	orf1_relative
GII	MK773571	GII.2	7412	RdRp	4247	5003	+	inferred_from_region_blast
GII	MK773580	GII.2	7369	VP1	4991	6619	+	genbank
GII	MK773580	GII.2	7369	VP2	6619	7369	+	genbank
GII	MK773580	GII.2	7369	ORF1	1	5010	+	genbank
GII	MK773580	GII.2	7369	p48	1	1303	+	orf1_relative
GII	MK773580	GII.2	7369	NTPase	1304	2054	+	orf1_relative
GII	MK773580	GII.2	7369	p22	2055	2455	+	orf1_relative
